case_id,question_id,distractor,construct,subject,question,correct_answer,student_wrong_answer,ground_truth_id,ground_truth_name,label_frequency,frequency_bucket,candidate_01_id,candidate_01_name,candidate_02_id,candidate_02_name,candidate_03_id,candidate_03_name,candidate_04_id,candidate_04_name,candidate_05_id,candidate_05_name,candidate_06_id,candidate_06_name,candidate_07_id,candidate_07_name,candidate_08_id,candidate_08_name,candidate_09_id,candidate_09_name,candidate_10_id,candidate_10_name,candidate_11_id,candidate_11_name,candidate_12_id,candidate_12_name,candidate_13_id,candidate_13_name,candidate_14_id,candidate_14_name,candidate_15_id,candidate_15_name,candidate_16_id,candidate_16_name,candidate_17_id,candidate_17_name,candidate_18_id,candidate_18_name,candidate_19_id,candidate_19_name,candidate_20_id,candidate_20_name,candidate_21_id,candidate_21_name,candidate_22_id,candidate_22_name,candidate_23_id,candidate_23_name,candidate_24_id,candidate_24_name,candidate_25_id,candidate_25_name
EEDI-037,1023,B,Use brackets to write function machines as calculations,BIDMAS,"Here is a function machine ![Input \( \rightarrow-2 \rightarrow\times 5 \rightarrow \) Output]() The input is \( 7 \).
Which calculation gives the correct output?",\( 5(7-2) \),\( 7(5-2) \),2270,"In a function machine, confuses an operation with the input",2,2 occurrences,2285,"In a function machine, confuses the first operation and the input",462,Thinks that they can combine functions in a function machine before applying them to the input,403,"When rationalising the denominator, confuses the numerator with the denominator",2389,"When using a function machine, confuses the input and the output.",940,When writing a function as a function machine confuses the input and the output.,1834,Confuses an equation with an expression,2209,Confuses an expression with a variable,73,Confuses a function with an expression,487,Believes a composite function multiplies the functions together,575,Thinks that when you put an input into a function machine you apply the inverse operation rather than the operation given.,759,Confuses a formula with an expression,1026,Does not reverse the order of operations when finding the input of a function machine,1685,Confuses angle of a sector with the diameter,77,"Does not follow the arrows through a function machine, changes the order of the operations asked.",553,Confuses an equation with an identity,656,Reverses the order of operations but does not apply the inverse operations when finding the input of a function machine,196,Confuses a variable with an equation,168,Believes composite function notation means to substitute the outer function into the inner function,458,When finding an input of a function machine thinks you apply the operations given rather than the inverse operation.,68,Confuses a term with an equation,274,Confuses angle of a sector with the radius,835,Confuses a formula with an equation,2270,"In a function machine, confuses an operation with the input",931,Does not understand where to place inputs/ operations/ outputs when drawing a function machine,661,Confuses an expression with a term
EEDI-038,1024,C,Identify the total number of combinations in a given scenario by using the product rule for counting where duplicates are considered different,Systematic Listing Strategies,"Jumbo Restaurant has \( 34 \) choices of starters, \( 92 \) choices of main course, and \( 27 \) choices of dessert.
Sally wants a starter, main course and dessert.

Which of the following calculations would correctly work out the total possible combinations of available to Sally?",\( 34 \times 92 \times 27 \),\( 34+92+27 \),2279,Adds rather than multiplies when using the product rule for counting,2,2 occurrences,2525,"When dividing decimals, divides rather than multiplies when reinserting the decimal.",1773,Adds rather than subtracts when answering worded problems,1592,Thinks the number of items give the number of different possible arrangements rather than using the product rule for counting,505,Believes finding the product of two numbers gives their lowest common multiple,2100,Divides rather than multiplies when answering worded problems,126,Multiplies rather than adds when given the command word 'more',1125,Multiplies rather than adds when answering worded problems,1577,Adds instead of multiplies when using grid method,757,Adds rather than multiplies when asked for a product,1145,"When adding column vectors, multiplies rather than adds",1255,Adds rather than multiplies for combined probabilities,1972,Subtracts rather than multiplies when answering worded problems,615,Adds rather than subtracts when using Pythagoras to find a shorter side,565,Divides rather than multiplies ,1129,"When finding a missing part in a ratio, divides rather than multiplies",529,Believes cumulative frequency is the product rather than sum of frequencies,2238,Divides rather than multiplies when scaling up in direct proportion problems,1063,Adds rather than multiplies when asked for a total,191,Believes that product means add rather than multiply,276,Adds rather than multiplies when scaling up in direct proportion problems,1599,Adds rather than divides when answering worded problems,2279,Adds rather than multiplies when using the product rule for counting,2326,Multiplies rather than adds ,2501,Subtracts rather than multiplies when calculating total frequency,1074,Multiplies rather than divides
EEDI-039,1028,B,Solve coordinate geometry questions involving quadrilaterals,Distance Between Two Co-ordinates,"What is the height of the rectangle as indicated by the arrow? ![A pair of axes with no labels. 4 points are marked and joined with straight lines to make a rectangle. The top left corner of the rectangle is labelled with co-ordinate (-4,7).  The bottom right corner of the rectangle is labelled with co-ordinate (2,-12). A double-ended vertical arrow spans the height of the rectangle, starting level with (2,-12) and ending level with the corner of the rectangle directly above (2,-12).]()",\( 19 \),\( 6 \),1968,Mixes up width and height of a rectangle,2,2 occurrences,105,Mixes up sides of a ratio,1180,Does not know the properties of a rectangle,551,Believes a rectangle has four equal sides,64,Mixes up squaring and multiplying by 4,421,Mixes up odd and even numbers,2576,Mixes up square numbers and cube numbers,560,Confuses class width and upper bound of the class,1969,Mixes up square numbers and even numbers,2220,Mixes up term in a sequence and position of a term,2204,Believes the area of a rectangle is calculated by length add width,327,Mixes up total and part in ratio,586,Mixes up square numbers and prime numbers,1985,Has multiplied base by slant height and perpendicular height to find area of a triangle,2332,Uses slant height instead of perpendicular height to find area of a trapezium,1143,Mixes up the terms for the parts of a fraction,1968,Mixes up width and height of a rectangle,590,Has used slant height and base to find area of a triangle rather than perpendicular height and base,2557,Mixes up cubing and squaring,2105,Has used slant height and base to find area rather than perpendicular height and base,1618,Mixes up cubing and multiplying by 3,1928,Mixes up the numerator and denominator,144,Mixes up the x and y values of the coordinates,1664,Mixes up squaring and halving,2445,Mixes up squaring and addition,1217,Assumes the perpendicular height of a triangle bisects the base
EEDI-040,103,B,Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,"What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",\( 30 \mathrm{~cm}^{2} \),\( 40 \mathrm{~cm}^{2} \),669,Has used slant height and base to find area of a parallelogram rather than perpendicular height and base,2,2 occurrences,2105,Has used slant height and base to find area rather than perpendicular height and base,1835,When finding the area of a parallelogram finds base x perpendicular height but divides the answer by 2 ,2452,Believes a parallelogram has one pair of equal sides,396,Does not recognise the height of a trapezium as the perpendicular length between the parallel sides,1217,Assumes the perpendicular height of a triangle bisects the base,1883,Uses only the base and perpendicular height when calculating the area of a trapezium,2388,Uses formula for area of a parallelogram when finding the area of a trapezium,2397,Does not realise we can find a missing length if we know the base of a parallelogram and its area. ,1175,Uses base instead of height as h in area of a trapezium formula,1149,Believes perpendicular is the term used to describe two lines that are parallel,2174,Believes a parallelogram cannot have right angles,695,Has found the area of a triangle rather than an area of a parallelogram,2332,Uses slant height instead of perpendicular height to find area of a trapezium,1348,Does not recognise a parallelogram,590,Has used slant height and base to find area of a triangle rather than perpendicular height and base,1985,Has multiplied base by slant height and perpendicular height to find area of a triangle,1917,Confuses the meaning of parallel and perpendicular,1926,"Believes you use the half of the base length to find the area of an isosceles triangle, following using it to find the perpendicular height",2432,Does not know the properties of a parallelogram,867,When finding the area of a parallelogram does not understand which lengths to use,1788,Uses slant heights instead of parallel sides to find area of a trapezium,124,Believes perpendicular bisectors is the term used to describe two lines that are parallel,307,"When using Pythagoras to find the height of an isosceles triangle, uses the whole base instead of half",669,Has used slant height and base to find area of a parallelogram rather than perpendicular height and base,88,Believes parallelogram is the term used to describe two lines at right angles
EEDI-041,1037,C,Calculate percentage of an amount mentally where the percent is an integer,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),\( 8 \),\( 80 \),1070,Believes that dividing by 10 gives 1%,2,2 occurrences,1400,Believes dividing a negative by a negative gives a negative answer,2542,Believes that dividing by a decimal is the same as dividing by its reciprocal,34,Believes dividing a negative by a positive gives a positive answer,447,Believes dividing by 0.1 is the same as dividing by 10,619,Divided by 10 rather than 100,1629,writes the remainder as the divisor divided by 10,2123,Divided by 100 rather than 10,308,Believes that dividing by 100 gives 10%,1297,Believes you keep the divisor unchanged when dividing by a fraction,1983,"When dividing involving a multiple of 10, gives an answer 10 times smaller than it should be ",2272,"When dividing involving a multiple of 10, gives an answer 10 times bigger than it should be ",2000,Believes multiplying by 0.1 is the same as multiplying by 10,1558,Believes dividing a positive by a negative gives a positive answer,1542,Believes that a fraction means dividing the denominator by the numerator,944,"When dividing involving a power of 10, gives an answer 10 times bigger than it should be",133,Believes dividing by a unit fraction is equivalent to dividing by its reciprocal,909,Mixes up squaring with dividing by 2,1070,Believes that dividing by 10 gives 1%,964,"When dividing involving a power of 10, gives an answer 10 times smaller than it should be",1362,Believes that the angle on a pie chart is the frequency multiplied by 10,2222,Out by 10 when subtracting,2415,Thinks that square root is found by dividing by 4,2200,Believes that when dividing an integer by a power of 10 you add zeroes after the decimal point,1320,Multiplied by 10 rather than 100,203,Thinks that dividing both numbers in a multiplication sum by the same power of 10 results in equal answers
EEDI-042,1038,A,Convert from weeks to hours,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,\( 10 \times 7 \times 24 \),\( 10 \times 5 \times 24 \),950,Thinks there are 5 days in a week,2,2 occurrences,1491,Thinks there are 100kg in a tonne,213,Thinks there are 10 mg in a gram,2067,Thinks there are 10000ml in a litre,963,Thinks there are 50 minutes in 1 hour,765,Thinks there are 10kg in a tonne,950,Thinks there are 5 days in a week,2550,Thinks there are 10m in a km,443,Thinks there are 12 hours in 1 day,844,Thinks there are 100mm in a metre,526,Thinks there are 10000mm in a km,205,Thinks there are 1000mm in a km,387,Thinks there are 100 seconds in a minute,629,Thinks there are 1000mm in a centimetre,1645,Thinks there are 10ml in a litre,1652,Thinks there are 100mm in a centimetre,2081,Thinks there are 7 hours in 1 day,2239,Thinks there are 50 weeks in a year,850,Thinks there are 10mm in a metre,1120,Thinks there are 100 ml in a litre,1870,Thinks there are 10000mm in a metre,187,Thinks there are 10cl in a litre,574,Thinks there are 100mm in a km,704,Thinks there are 10cm in a metre,1466,Thinks there are 100kg in a ton,852,Thinks there are 100 mg in a gram
EEDI-043,104,C,Solve quadratic equations using balancing,Quadratic Equations,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",\( d-6= \pm 4 \),\( d-6=4 \),132,Only considers the positive solution when calculating a square root,2,2 occurrences,2345,Counts half-squares as full squares when calculating area on a square grid,2442,"When calculating a scale factor, multiplies instead of dividing.",1706,"When calculating perimeter, only adds the marked lengths",1446,"When calculating perimeter, only adds two sides",2136,"When finding the square root of a decimal, ignores place value",653,Does not have when calculating the area of a triangle,2248,Halves when asked to find the square root,1487,Believes you can square root a negative number,881,adds all given dimensions when calculating area,1451,Assumes that the square root is the only type of root,2577,Does not think a square root can be negative,922,Believes we can only take the square root of a perfect square,667,Only considers elements in one set when asked to find the intersection of multiple sets,1012,Squares when asked to find the square root,132,Only considers the positive solution when calculating a square root,2086,"When calculating volume expressed in cubes, counts only the squares on one face",502,Believes multiplying a number by its square root gives the square root,2042,Can not square root a negative number,524,Does not understand square root,951,Only recognises the positive form of a quadratic graph,1714,"When completing the square, believes the constant in the bracket is the square root of the coefficient of x",882,Believes 0 has no square root,799,Only considers elements in one set when asked to find the union of multiple sets,1349,Does not include negative numbers when calculating a range,71,Multiplies all given dimensions when calculating an area
EEDI-044,1047,A,"Given a line segment, calculate the gradient where the gradient is a positive integer",Gradient as change in y over change in x,"What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()",\( 2 \),\( 0 \),2500,Believes the gradient of a line is given by an intercept,2,2 occurrences,2037,Believes switching the gradient and y-intercept gives a parallel line,919,Believes the gradient of a speed-time graph is the distance,2127,Thinks the gradient of a line includes the variable x,1974,Believes the gradient of a line is the root of its equation,1381,Believes the gradient is where the line intersects the y axis,1893,"Believes the y intercept is given by the difference between the x and y coordinates of any point on the line, not just the point (0, c) ",1743,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c,2500,Believes the gradient of a line is given by an intercept,900,Believes the constant gives the y-intercept even when a line is not written in the form y = mx + c,284,Believes the gradient of a speed-time graph is the speed,130,"Believes that for a line written in the form ax + by = c, a is the gradient",2032,Believes the gradient of a distance-time graph is the acceleration,1390,Believes having the gradient and y-intercept is not enough information to write an equation for a straight line,1386,Confuses the method for finding the gradient and length of a line segment,1896,"When finding the gradient from the equation of a line in the form ax + by = c, believes b/a is the gradient",780,Believes the constant only gives the y-intercept for linear graphs,665,Believes that the gradient of a horizontal line is undefined,622,Thinks the gradient of a line is found from 2 points by finding the length of that line between those points,2343,Believes total frequency in a table is given by the sum of the categories given,2280,"Believes change in y for gradient is always calculated from the origin, regardless of the y-intercept of the line",1003,"Believes the equation of a vertical line is in the form y = ax, where a is the x intercept",1768,Believes the y-intercept of a line is the solution to its equation,585,Believes lines can be parallel by having the same y intercept OR gradient,1849,Believes the gradient of a line is given by the x intercept,2324,Believes the y-intercept of a line is the root of its equation
EEDI-045,1049,A,Expand products of three binomials in the form (x + a)(x + b)(x + c),Expanding Triple Brackets and more,"When Aneesa expands these brackets, how many terms should she get after she simplifies? \( (p+3)(p+4)(p+5) \)",\( 4 \),\( 3 \),2585,Believes a cubic expression should have three terms,2,2 occurrences,452,"When a variable in an expression has a power, thinks the power applies to the whole expression",2209,Confuses an expression with a variable,2522,Believes the total of the circle in a Venn should be included when intersections should be omitted,759,Confuses a formula with an expression,1614,Believes factors of algebraic terms/expressions will only be numbers,617,Does not apply the inverse function to every term in an expression,1772,Believes a reciprocal graph comes from a cubic equation,1335,Believes volume of a cuboid is the area of the three unique faces multiplied together,73,Confuses a function with an expression,2549,Believes only the first term needs to be divided when factorising an expression,661,Confuses an expression with a term,1239,Believes a cubic equation will have a quadratic graph,1253,"Thinks 1 cubic metre = 100,000 cubic centimetres",2585,Believes a cubic expression should have three terms,519,"When asked for factors of an algebraic expression, thinks a term will be a factor",91,"When asked for factors of an algebraic expression, thinks any part of a term will be a factor",1436,Confuses cubic and exponential graphs,1834,Confuses an equation with an expression,2098,Multiplies all terms together when simplifying an expression,962,Thinks 1 cubic metre = 1000 cubic centimetres,139,Thinks triple means add three,1857,Believes a cubic equation will have a linear graph,483,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression",2541,"When finding the square root of a decimal, believes the answer should have the same number of decimal places",66,Repeats the digits three times when cubing a number
EEDI-046,1051,C,Round numbers to an appropriate degree to estimate the answer to a calculation,Estimation,"When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...",\( 0.06 \),\( 0.058 \),1809,Rounds too little when estimating,2,2 occurrences,2448,Cannot evaluate if an estimate is an underestimate or overestimate,399,Confuses place value when rounding to estimate,829,Estimates angle rather than calculating,2495,Compares sizes of angles on a grid by estimating rather than using the gradient of the lines,1705,Rounds to the nearest integer when estimating,1248,Rounds to the wrong degree of accuracy (rounds too little),716,Rounds a decimal instead of using a fraction in division,1905,Believes that when finding bounds you round to the nearest whole number,123,Rounds incorrectly when the nearest 10 is a multiple of 100,1105,Rounds every number to the same degree instead of rounding to significant figures when estimating ,1775,Stops iteration too early when solving equations,1764,Estimated when not appropriate,1988,Rounds up instead of down,2402,"When asked for the value of a digit, gives an answer 10 times too small",1575,Includes too many possibilities when calculating a combined event in probability,2515,Rounds too early in calculation ,1817,Rounds every number down when estimating,21,Estimates shares of a ratio instead of calculating,2392,Rounds to the wrong degree of accuracy (rounds too much),741,Includes too many possibilites when given an 'at least' question in probability,1727,Rounds the wrong way when interpreting a real-life context,1809,Rounds too little when estimating,1379,Rounds down instead of up,1157,Rounds every number up when estimating,1861,Rounds to nearest 50 not 20
EEDI-047,1052,C,Continue a sequence involving triangle numbers,Other Sequences,"Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?",\( 153 \),\( 151 \),2446,Believes the difference between triangle numbers decreases by 1 each time,2,2 occurrences,312,"In ratio question where the difference between the sides is given, uses that as the total for one side instead",2329,Thinks the remainder is the difference between the dividend and the next biggest multiple,903,"Has increased by the value of the first value, rather than the difference",2446,Believes the difference between triangle numbers decreases by 1 each time,378,"When finding the difference between two points on a time series graph, only uses one of the points. ",112,Thinks the difference between the numerator and denominator determines how close the fraction is to 1,2250,Believes the difference between triangle numbers remains the same,2061,"Believes that when converting ratio to fractions, the denominator is the difference between the parts of the ratio",179,Does not understand the difference between a value on a graph and the gradient of a graph,271,Believes triangle numbers are formed differently to the correct way,254,Believes all triangle numbers are odd,1302,"In ratio question where the difference between the sides is given, uses that as one part without dividing",1102,Believes that addition should be used when finding the difference between two values on a time series graph,1882,Believes square numbers are triangle numbers,188,Believes interquartile range is the difference between one of the quartiles and the minimum value,1635,Believes gradient is the difference between the change in x and the change in y,626,Thinks the difference between a positive number and a negative number is equal to the positive number,756,Believes unit fractions with a difference of 1 in the denominator have no other fractions between them,1893,"Believes the y intercept is given by the difference between the x and y coordinates of any point on the line, not just the point (0, c) ",1371,"When drawing bar diagram for ratio, shows the total as the difference between parts",1058,"Believes that in the nth term of a descending sequence, b is the difference between the term and the positive multiple of n",2296,Believes Fibonacci numbers are triangle numbers,372,"In ratio question where the difference between the sides is given, uses that as the total",1684,"When finding the difference between two marks on a scale, counts lines instead of gaps",2048,Has not noticed the difference between 'subtract' and 'subtract from'
EEDI-048,1055,B,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Fractions 3/5 and 1/4 in two separate circles, both linked to a third circle above.]()",\( \frac{17}{20} \),\( \frac{4}{20} \),1655,"When adding fractions, changes to common denominator but leaves numerators the same",2,2 occurrences,907,Does not find a common denominator when adding/subtracting fractions,684,Does not find a common denominator when comparing fractions,1131,"When adding fractions, multiplies the numerators",1812,"When multiplying fractions, adds the denominators and multiplies the numerators",1081,"When subtracting fractions, divides the numerators",1048,"When adding/subtracting fractions, adds/subtracts the denominators and multiplies the numerators",715,Removes the common denominator when making equivalent algebraic fractions,1374,"When multiplying fractions, multiplies the denominator",1463,"When adding fractions, adds the numerators and multiplies the denominators",707,Believes that fractions with the same denominator are equal,317,"When multiplying fractions, adds the numerators and multiplies the denominators",1280,"When multiplying fractions, multiplies the numerator and adds the denominator",1916,"When subtracting fractions, subtracts the numerators and multiplies the denominators",1980,"When multiplying fractions, adds the numerators and the denominators",1655,"When adding fractions, changes to common denominator but leaves numerators the same",1431,"Believes you add the whole to the numerators, ignoring denominators, when adding a mixed number to a proper fraction with the same denominator.",2170,Subtracts numerators when dividing fractions with a common denominator,408,"When multiplying fractions, multiplies both the numerator and denominator",1246,"When adding fractions, uses addition of the denominators as a common denominator",2078,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator,172,"When subtracting fractions, subtracts the numerators and denominators",217,"When adding fractions, adds the numerators and denominators",1804,"When dividing fractions, multiplies the numerators and multiplies the denominators",1218,Multiplies the numerators when adding fractions with a common denominator,896,"When adding fractions with identical numerators, leaves the numerator and adds the denominators"
EEDI-049,1058,D,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (-3,3) \)
The point is reflected in the line \( y=-x \)
What are the new coordinates of point \( Q \) ?","\( (-3,3) \)","\( (3,-3) \)",283,Believes reflection in y = -x switches x and y coordinates,2,2 occurrences,1412,Believes y=f(-x) is a reflection in y=x,1654,Believes y=f(-x) is a reflection in y=-x,2079,Believes that points on an axis have equal x and y coordinates,1949,"Believes reflection in y=-x switches the signs of the coordinates, but not their numbers",645,Believes enlargement by scale factor -1 exchanges the x and y coordinates,1139,Confuses the lines y=x and y=-x,101,Believes that reflection always switches the x and y coordinates,1303,Believes y=-f(x) is a reflection in y=-x,1848,Thinks the y coordinate of a point on the x axis is 1,311,Believes gradient is the sum of y the coordinates divided by the sum of the x co-ordinates ,283,Believes reflection in y = -x switches x and y coordinates,918,Confuses x and y axes,594,Believes y=-f(x) is a reflection in the y-axis,708,Believes switching the x and y variables in a linear equation gives a perpendicular line,128,Does not understand how to read both x and y coordinates,1475,Believes y=f(-x) is reflection in the x-axis,141,"In completed square form, confuses the x and y coordinates of the turning point",26,Thinks x = ? or y = ? is y = x,2465,Believes reflection in y = -x changes sign of x coordinate only,144,Mixes up the x and y values of the coordinates,1893,"Believes the y intercept is given by the difference between the x and y coordinates of any point on the line, not just the point (0, c) ",1099,Believes gradient at a point = y coordinate/x coordinate,1541,Believes reflection in y = -x changes sign of y coordinate only,563,Counts the squares rather than the diagonals when reflecting in y=x or y=-x ,47,Believes y=-f(x) is a reflection in y=x
EEDI-050,106,C,Calculate the sector angle on a pie chart for a given group,Pie Chart,"A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",\( 48^{\circ} \),\( 120^{\circ} \),1445,Believes you find the angle for a pie chart sector by doing its frequency multiplied by total frequency,2,2 occurrences,1561,Believes the mean is total frequency divided by something,953,Believes you cannot find the modal category from a pie chart unless given the total frequency,2501,Subtracts rather than multiplies when calculating total frequency,321,Believes class width multiplied by frequency gives frequency density,1445,Believes you find the angle for a pie chart sector by doing its frequency multiplied by total frequency,635,Believes you cannot find the angle size in a pie chart when given its percentage value,1594,Believes the proportion for a pie chart sector is equal to the frequency,932,Adds instead of multiplies when calculating total frequency,924,Believes to find the proportion of a pie chart sector you do frequency/sum of other frequencies rather than frequency/overall total,1560,Mistakes the number of rows for the total frequency in a frequency table,1362,Believes that the angle on a pie chart is the frequency multiplied by 10,1770,Believes the proportion for a pie chart sector is 1 divided by the number of degrees,2331,Believes the angle in a pie chart sector is equal to the frequency,678,Believes you cannot find the mode from a pie chart,1203,Believes that to find an angle for a pie chart sector you divide the total frequency by 360 and multiply by its frequency,468,Believes you find the frequency for a pie chart sector by calculating its angle divided by the total frequency,343,Estimates the frequency shown on a pie chart rather than calculating,2294,Believes that Mid point multiplied by the Frequency in a grouped frequency table gives the frequency for that group.,1307,Finds the degrees for 1 person rather than the required number of people for a pie chart sector,2351,Believes to find the angle for a pie chart sector you calculate 360 divided by the frequency of that sector,2543,"Believes the frequency represented by a pie chart sector can be judged visually, without considering the total it represents",1879,Believes midpoint of an interval is used rather than total frequency to calculate the sector angle for a pie chart,40,Believes midpoint multiplied by frequency is equivalent to frequency density,1329,Believes it is not possible to calculate the frequency for a pie chart sector despite being given enough information to do so,2180,Divides instead of multiplies when calculating total frequency
EEDI-051,1061,B,Find the nth term rule for ascending quadratic sequences in the form x² + bx + c,Quadratic Sequences,"\(10,21,34,49,66, \ldots\)

When calculating the nth-term rule of this sequence, 
what should replace the triangle?

nth-term rule: \( n^{2} \)\( \color{red}\triangle \)  \(n\) \( \color{purple}\square \)",\( +8 \),\( -8 \),1213,"When finding the differences between terms in a sequence, believes they can do so from right to left ",2,2 occurrences,683,"When factorising, believes they can choose different factors for each term",378,"When finding the difference between two points on a time series graph, only uses one of the points. ",2250,Believes the difference between triangle numbers remains the same,1213,"When finding the differences between terms in a sequence, believes they can do so from right to left ",138,"When solving a problem using written division (bus-stop method), does the calculation from right to left",1684,"When finding the difference between two marks on a scale, counts lines instead of gaps",2513,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is determined by first differences",2475,"When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n ",2472,Does not know how to find the next term in a sequence,2376,"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n.",269,"When finding the distance between 2 points, believes the distance is the coordinate of the furthest point from origin",358,Believes digits of a number are read/written from right to left,1737,Only looks at the difference between one pair of terms when discerning the pattern,2407,Believes an arithmetic sequence can have a common second difference rather than first difference,1963,Performs subtraction right to left if priority order means doing a calculation to the right first,2283,"When finding the missing length on similar shapes, just finds the difference between the given lengths",1394,Identifies the first term rather than the next term in a sequence,706,Carries out operations from right to left regardless of priority order,2139,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference",1269,Confuses left and right,2061,"Believes that when converting ratio to fractions, the denominator is the difference between the parts of the ratio",1058,"Believes that in the nth term of a descending sequence, b is the difference between the term and the positive multiple of n",1102,Believes that addition should be used when finding the difference between two values on a time series graph,1821,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is the second difference",713,"When asked for a specific term in a sequence gives a different term, which is not the next"
EEDI-052,1066,A,Recognise and name an identity,Writing Expressions,"Which of the following is the most appropriate name for this:
\(p-3 \equiv-(3-p)\)",Identity,Equation,553,Confuses an equation with an identity,2,2 occurrences,156,Confuses the graph of a linear equation with a quadratic equation,2209,Confuses an expression with a variable,68,Confuses a term with an equation,1682,Confuses inequality symbols with equality,196,Confuses a variable with an equation,73,Confuses a function with an expression,1091,Confuses a variable with a formula,1944,Confuses the radius with the radius squared in the equation of a circle,1834,Confuses an equation with an expression,366,Does not know the meaning of the identity symbol,553,Confuses an equation with an identity,1197,Confuses frequency and frequency density,835,Confuses a formula with an equation,1598,Believes the solution to an equation with matching coefficients of variables on both sides will always be 0,1566,Adds or subtracts from numerator first when solving an equation with a fraction,661,Confuses an expression with a term,2070,"Believes that when factorising a quadratic equation with a coefficient of x squared, the two constants in the brackets are still the solutions of the equation with opposite signs",759,Confuses a formula with an expression,137,Does not know the meaning of the word identity ,347,"When solving an equation with a fraction, thinks you don't need to multiply every term on both sides when multiplying by the denominator ",2519,Confuses a term with a variable,2462,Confuses the position of the median with its value,2270,"In a function machine, confuses an operation with the input",298,Confuses a constant with a variable,334,"When solving an equation with x in the denominator, thinks the inverse operation is to make it the numerator on the other side"
EEDI-053,1067,C,Identify the outcomes of a single event,Probability of Single Events,"This is a fair spinner.

How many possible outcomes are there if it is spun once? ![A hexagonal shaped spinner with 6 equal sections labelled 1, 3, 3, 5, 5 and 5.]()",\( 6 \),\( 1 \),1616,Fails to consider all possible outcomes,2,2 occurrences,1616,Fails to consider all possible outcomes,437,Does not recognise that probabilities of all possible outcomes will sum to 1,1960,Does not realise that the sum of the two shorter sides must be greater than the third side for it to be a possible triangle,1757,Lists outcomes rather than counts how many outcomes,2430,Does not consider fractional parts when solving proportion problems,2047,Believes infinite gradient is not possible in real life. ,1465,Uses outcome as numerator in probability ,1399,Fails to identify any rotational symmetry ,1961,Fails to identify mirror line,2064,"Finds the range of possible values of the variable, rather than the range of recorded values",2110,Identifies a common multiple of two numbers when asked to consider a common multiple of three numbers,111,Does not work out all possibilites when given an 'at least' question in probability,573,Thinks numbers are divisible by all multiples of their factors,2041,Fails to reflect across reflection line without a diagram,2561,"Believes a sample space should show repeated outcomes, not just unique possible outcomes.",1329,Believes it is not possible to calculate the frequency for a pie chart sector despite being given enough information to do so,2364,Believes all possible outcomes must have equal probability,1539,Does not consider that all three angles in a triangle sum to 180 degrees,935,Fails to use the properties of simple shapes to work out missing lengths,1020,Believes it's not possible to solve simultaneous equations graphically,1990,Fails to reflect across mirror line,2094,Confuses all possible outcomes with options available,1414,Believes instant change of velocity is possible. ,1433,"When factorising into single brackets, only factors out the numerical values and forgets to factorise possible variables",1254,"Believes that if there are two unknowns in an equation, all integers must be possible solutions"
